timestamp,level,class,superclass,archetype,lfg_message
2025-02-17 19:53:29,53,coercer,enchanter,mage,53 coercer lfg hc roost or pof grnd
2025-02-17 19:54:47,55,dirge,bard,scout,55 Dirge LFG
2025-02-17 19:56:27,28,coercer,enchanter,mage,28 coercer LFG
2025-02-17 19:56:38,46,dirge,bard,scout,46 Dirge LFG
2025-02-17 19:58:32,20,troubador,bard,scout,20 Troub LFG
2025-02-17 19:59:18,18,necromancer,summoner,mage,18 nec lfg
2025-02-17 19:59:29,49,necromancer,summoner,mage,49 Warlock and 49 Necro LFG
2025-02-17 19:59:51,55,dirge,bard,scout,55 Dirge LFG (Fully Master/Adept3)
2025-02-20 12:03:26,27,troubador,bard,scout,27 Troub LFG.  SH / FG PST
2025-02-20 12:03:55,38,warlock,sorcerer,mage,38 warlock lfg pst
2025-02-20 12:05:51,51,ranger,predator,scout,51 ranger LFG
2025-02-20 12:07:48,10,paladin,crusader,fighter,level 10 paladin LFG
2025-02-20 12:09:04,38,warlock,sorcerer,mage,38 warlock lfg pst
2025-02-20 12:09:46,10,paladin,crusader,fighter,level 10 paladin LFG
2025-02-20 12:10:11,49,assassin,predator,scout,49 sin LFG
2025-02-20 12:13:10,10,paladin,crusader,fighter,level 10 paladin LFG
2025-02-20 12:15:53,27,troubador,bard,scout,27 Troub LFG.  SH / FG PST
2025-02-20 12:15:57,49,assassin,predator,scout,49 sin LFG
2025-02-20 12:16:08,22,mystic,shaman,priest,22 mystic lfg
2025-02-20 12:16:25,52,templar,cleric,priest,52 almsot 53 Tempy or 38 conjy LFG
2025-02-20 12:16:36,30,unknown,unknown,unknown,30 buirse lfg
2025-02-20 12:16:42,12,dirge,bard,scout,12 dirge LFG
2025-02-20 12:16:43,52,troubador,bard,scout,Trubadur 52 lvl LFG
2025-02-20 12:17:08,10,paladin,crusader,fighter,level 10 paladin LFG
2025-02-20 12:19:11,52,troubador,bard,scout,Trubadur 52 lvl LFG
2025-02-20 12:19:40,49,assassin,predator,scout,49 sin LFG
2025-02-20 12:20:10,52,templar,cleric,priest,52 almsot 53 Tempy or 38 conjy LFG
2025-02-20 12:21:17,22,mystic,shaman,priest,22 mystic lfg
2025-02-20 12:27:44,49,assassin,predator,scout,49 sin LFG
2025-02-20 12:28:05,55,ranger,predator,scout,55 ranger lfg
2025-02-20 12:28:46,52,templar,cleric,priest,52 almsot 53 Tempy or 38 conjy LFG
2025-02-20 12:29:35,22,mystic,shaman,priest,22 mystic lfg
2025-02-20 12:30:50,53,fury,shaman,priest,53 fury lfg
2025-02-20 12:31:26,50,illusionist,enchanter,mage,50 illy lfg
2025-02-20 12:32:21,10,paladin,crusader,fighter,level 10 paladin LFG
2025-02-20 12:32:54,49,assassin,predator,scout,49 sin LFG
2025-02-20 12:32:57,54,monk,brawler,fighter,54 Monk LFG
2025-02-20 12:33:06,27,troubador,bard,scout,27 Troub LFG.  SH / FG PST
2025-02-20 12:35:40,57,fury,shaman,priest,Fury 57 LFG
2025-02-20 12:37:13,38,warlock,sorcerer,mage,38 warlock lfg pst
2025-02-20 12:37:55,36,ranger,predator,scout,36 Ranger lfg
2025-02-20 12:39:47,49,assassin,predator,scout,49 sin LFG
2025-02-20 12:41:53,57,fury,shaman,priest,Fury 57 LFG
2025-02-20 12:42:56,52,troubador,bard,scout,Trubadur 52 lvl LFG
2025-02-20 12:43:07,49,assassin,predator,scout,49 sin LFG
2025-02-20 12:44:37,51,conjuror,summoner,mage,51 Conj LFG
2025-02-20 12:45:31,31,templar,cleric,priest,31 Templar lfg spiders 
2025-02-20 12:45:38,53,fury,shaman,priest,53 fury lfg xp
2025-02-20 12:45:49,52,troubador,bard,scout,Trubadur 52 lvl LFG
2025-02-20 12:46:43,43,warlock,sorcerer,mage,43 lock LFG
2025-02-20 12:47:04,47,shadowknight,crusader,fighter,47 SK LFG
2025-02-20 12:47:38,57,fury,shaman,priest,Fury 57 LFG
2025-02-20 12:49:20,47,shadowknight,crusader,fighter,47 SK LFG
2025-02-20 12:50:57,52,troubador,bard,scout,Trubadur 52 lvl LFG
2025-02-20 12:51:14,51,conjuror,summoner,mage,51 conj lfg no lockouts
2025-02-20 12:52:02,43,warlock,sorcerer,mage,43 lock LFG
2025-02-20 20:28:37,47,conjuror,summoner,mage,47 Conj LFG exp
2025-02-20 20:29:03,53,templar,cleric,priest,53 tempy or 38 conjy LFG! 
2025-02-20 20:29:04,45,swashbuckler,rogue,fighter,45 swash lfg   grind
2025-02-20 20:29:08,53,warden,druid,priest,53 Warden LFG
2025-02-20 20:29:51,53,templar,cleric,priest,53 tempy or 38 conjy LFG! 
2025-02-20 20:30:12,56,defiler,druid,priest,56 defiler lfg
2025-02-20 20:30:40,38,warlock,sorcerer,mage,38 warlock lfg pst
2025-02-20 20:32:32,47,conjuror,summoner,mage,47 Conj LFG
2025-02-20 20:33:06,54,brigand,rogue,scout,54 brigand lfg
2025-02-20 20:36:07,53,warden,druid,priest,53 Warden LFG
2025-02-20 20:36:26,45,ranger,predator,scout,45 Ranger LFG
2025-02-20 20:37:03,14,necromancer,summoner,mage,14th necro lfg
2025-02-20 20:38:04,53,templar,cleric,priest,53 tempy or 38 conj  LFG
2025-02-20 20:38:29,47,conjuror,summoner,mage,47 Conj LFG
2025-02-20 20:39:06,14,necromancer,summoner,mage,14th necro lfg
2025-02-20 20:39:55,51,illusionist,enchanter,mage,51 Illy LFG
2025-02-20 20:41:56,54,necromancer,summoner,mage,54 Nec LFG
2025-02-20 20:42:57,53,wizard,sorcerer,mage,53 Wiz lfg xp
2025-02-20 20:44:03,45,illusionist,enchanter,mage,45 swash lfg   2 percent till 46
2025-02-20 20:45:53,47,conjuror,summoner,mage,47 conjuror lfg
2025-02-20 20:46:12,45,swashbuckler,rogue,fighter,45 almost 46 swash lfg
2025-02-20 20:47:27,54,templar,cleric,priest,54 Templar LFG
2025-02-20 20:48:16,45,swashbuckler,rogue,fighter,45 almost 46 swash lfg
2025-02-20 20:50:20,48,conjuror,summoner,mage,48 Conjuror LFG
2025-02-20 20:51:55,50,ranger,predator,scout,50 warlock/guard/ranger LFG 53 warden LFG 60 TAILOR LFW PST
2025-02-20 20:53:02,53,dirge,bard,scout,53 Dirge LFG
2025-02-20 20:53:50,50,ranger,predator,scout,50 warlock/guard/ranger LFG 53 warden LFG 60 TAILOR LFW PST
2025-02-20 20:54:31,53,dirge,bard,scout,53 Dirge LFG
2025-02-20 20:54:36,54,mystic,shaman,priest,54 mystic lfg
2025-02-20 20:55:01,33,brigand,rogue,scout,33 Brigand LFG
2025-02-20 20:55:37,31,templar,cleric,priest,31 templar LFG for RoV or Spiders
2025-02-20 20:56:28,33,bruiser,brawler,fighter,33 bruiser LFG
2025-02-20 20:57:55,50,ranger,predator,scout,50 warlock/guard/ranger LFG 53 warden LFG 60 TAILOR LFW PST
2025-02-20 20:58:34,49,wizard,sorcerer,mage,49 Wiz LFG
2025-02-20 21:02:43,56,defiler,druid,priest,56 defiler lfg
2025-02-20 21:04:41,52,wizard,sorcerer,mage,52 Wizard LFG
2025-02-20 21:06:07,53,troubador,bard,scout,53 Troub LFG
2025-02-20 21:08:58,53,troubador,bard,scout,53 Troub LFG
2025-02-20 21:11:12,53,illusionist,enchanter,mage,53 Illy LFG
2025-02-20 21:14:03,45,ranger,predator,scout,45 ranger LFG
2025-02-20 21:15:30,53,illusionist,enchanter,mage,53 Illy LFG
2025-02-20 21:16:42,56,defiler,druid,priest,56 defiler lfg
2025-02-20 21:19:27,35,coercer,enchanter,mage,35 coercer lfg
2025-02-20 21:21:13,53,troubador,bard,scout,53 Troub LFG
2025-02-20 21:21:50,53,warden,druid,priest,53 warden LFG PST 
2025-02-20 21:25:38,52,berserker,warrior,fighter,52 zerk lfg
2025-02-20 21:25:46,55,coercer,enchanter,mage,55 Coercer LFG
2025-02-20 21:26:00,54,troubador,bard,scout,54 Troub LFG
2025-02-20 21:26:42,49,wizard,sorcerer,mage,49 Wiz LFG
2025-02-20 21:28:40,53,troubador,bard,scout,53 Troub LFG
2025-02-20 21:28:47,56,defiler,druid,priest,56 defiler lfg
2025-02-20 21:28:47,54,conjuror,summoner,mage,54 conjy lfg pof
2025-02-20 21:30:32,54,illusionist,enchanter,mage,54 Illy LFG
2025-02-20 21:32:10,53,troubador,bard,scout,53 Troub LFG
2025-02-20 21:32:53,53,fury,shaman,priest,53 Fury lfg
2025-02-20 21:33:43,54,conjuror,summoner,mage,54 conjy lfg pof
2025-02-20 21:34:02,25,troubador,bard,scout,25 troub lfg
2025-02-20 21:34:23,53,troubador,bard,scout,53 Troub LFG
2025-02-20 21:36:27,54,conjuror,summoner,mage,54 conjy lfg pof
2025-02-20 21:38:12,49,wizard,sorcerer,mage,49 Wiz LFG
2025-02-20 21:39:31,36,ranger,predator,scout,36 Ranger lfg
2025-02-20 21:40:14,54,conjuror,summoner,mage,54 conjy lfg pof
2025-02-20 21:41:39,52,brigand,rogue,scout,52 Brig LFG
2025-02-20 21:43:00,53,fury,shaman,priest,53 Fury lfg
2025-02-20 21:43:17,54,conjuror,summoner,mage,54 conjy lfg pof
2025-02-20 21:45:07,53,wizard,sorcerer,mage,53 wiz lfg xp
2025-02-20 21:45:22,47,conjuror,summoner,mage,47 Conjuror LFG
2025-02-20 21:46:20,36,ranger,predator,scout,36 Ranger lfg
2025-02-20 21:49:07,40,fury,shaman,priest,40 Fury LFG can heal or DPS
2025-02-20 21:49:19,52,berserker,warrior,fighter,52 zerk lfg
2025-02-20 21:49:56,56,conjuror,summoner,mage,56 conj LFG xp or silent city
2025-02-20 21:50:08,57,dirge,bard,scout,57 Dirge LFG  (Fully Master/Adept 3)
2025-02-20 21:50:23,55,warlock,sorcerer,mage,55 warlock lfg
2025-02-20 21:50:29,53,wizard,sorcerer,mage,53 wiz lfg xp
2025-02-20 21:52:24,49,wizard,sorcerer,mage,49 Wiz LFG
2025-02-20 21:53:04,13,dirge,bard,scout,13 dirge lfg
2025-02-20 21:53:17,22,illusionist,enchanter,mage,22 illusionist lfg
2025-02-20 21:54:27,57,dirge,bard,scout,57 Dirge LFG  (Fully Master/Adept 3)
2025-02-20 21:54:34,55,warlock,sorcerer,mage,55 warlock lfg
2025-02-20 21:55:55,47,inquisitor,cleric,priest,47 Inquisitor LFG
2025-02-20 21:56:14,54,conjuror,summoner,mage,54 conjy lfg pof
2025-02-20 21:57:44,47,conjuror,summoner,mage,47 Conjuror LFG
2025-02-20 21:57:55,40,fury,shaman,priest,40 Fury LFG can heal or DPS
2025-02-20 21:58:45,46,swashbuckler,rogue,fighter,46 swashy lfg
2025-02-20 21:59:05,39,illusionist,enchanter,mage,39 Illy LFG
2025-02-20 21:59:20,49,wizard,sorcerer,mage,49 Wiz LFG
2025-02-20 21:59:29,12,templar,cleric,priest,12 Templar LFG
2025-02-20 22:00:28,46,swashbuckler,rogue,fighter,46 swashy lfg
2025-02-20 22:00:30,15,necromancer,summoner,mage,15 necro lfg
2025-02-20 22:01:26,47,inquisitor,cleric,priest,47 Inquisitor LFG
2025-02-20 22:02:19,56,defiler,druid,priest,56 defiler lfg
2025-02-20 22:02:31,39,illusionist,enchanter,mage,39 Illy LFG
2025-02-20 22:03:41,52,berserker,warrior,fighter,52 zerk lfg
2025-02-20 22:04:32,51,necromancer,summoner,mage,51 NECRO LFG
2025-02-20 22:05:36,39,illusionist,enchanter,mage,39 Illy LFG
2025-02-20 22:08:30,13,fury,shaman,priest,13 fury or 14 lock LFG
2025-02-20 22:08:33,52,inquisitor,cleric,priest,52 inq LFG xp
2025-02-20 22:08:50,55,coercer,enchanter,mage,55 Coercer LFG
2025-02-20 22:09:03,37,illusionist,enchanter,mage,37 illy lfg
2025-02-20 22:09:17,39,illusionist,enchanter,mage,39 Illy LFG
2025-02-20 22:10:47,51,fury,shaman,priest,51 fury lfg
2025-02-20 22:11:20,16,necromancer,summoner,mage,"Lvl 16 Brother Necro Duo, Gerp and Girp, LFG for WC!"
2025-02-20 22:11:36,52,berserker,warrior,fighter,52 natty Zerk lfg
2025-02-20 22:12:17,13,fury,shaman,priest,13 fury or 14 lock LFG
2025-02-20 22:14:06,39,illusionist,enchanter,mage,39 Illy LFG
2025-02-20 22:17:34,39,illusionist,enchanter,mage,"39 Illy, 13 Dirge, or 19 Fury LFG"
2025-02-20 22:20:02,53,warden,druid,priest,53 warden LFG 
2025-02-20 22:20:25,52,inquisitor,cleric,priest,52 inq LFG xp
2025-02-20 22:20:34,54,defiler,druid,priest,54 Defiler LFG
2025-02-20 22:22:50,39,illusionist,enchanter,mage,"39 Illy, 13 Dirge or 19 Fury LFG PST"
2025-02-20 22:23:13,53,warden,druid,priest,53 Wardenn LFG
2025-02-20 22:25:03,17,inquisitor,cleric,priest,17 inq lfg
2025-02-20 22:25:06,19,warden,druid,priest,19 Warden Lfg
2025-02-20 22:26:30,54,defiler,druid,priest,54 Defiler LFG
2025-02-20 22:28:09,19,warden,druid,priest,19 Warden Lfg
2025-02-20 22:32:50,55,coercer,enchanter,mage,55 coercer LFG
2025-02-20 22:33:00,19,warden,druid,priest,19 Warden Lfg!
2025-02-20 22:33:16,56,fury,shaman,priest,56 fury lfg
2025-02-20 22:36:35,51,shadowknight,crusader,fighter,51 SK or 51 Defiler lfg
2025-02-20 22:36:42,19,warden,druid,priest,19 Warden Lfg
2025-02-20 22:39:04,36,paladin,crusader,fighter,36 Paladin or 54 Cocer LFG
2025-02-20 22:39:52,50,necromancer,summoner,mage,50 Necro lfg
2025-02-20 22:41:39,54,illusionist,enchanter,mage,54 illy lfg
2025-02-20 22:42:15,50,necromancer,summoner,mage,50 Necro lfg
2025-02-20 22:42:39,51,shadowknight,crusader,fighter,51 SK or 51 Defiler lfg
2025-02-20 22:43:00,19,warden,druid,priest,19 Warden Lfg
2025-02-20 22:43:46,18,fury,shaman,priest,18 Fury Lfg
2025-02-20 22:44:56,19,warlock,sorcerer,mage,19 Warlock Lfg
2025-02-20 22:45:13,50,necromancer,summoner,mage,50 Necro lfg
2025-02-20 22:46:26,54,illusionist,enchanter,mage,54 Illy LFG
2025-02-20 22:47:30,55,templar,cleric,priest,55 temp lfg
2025-02-20 22:48:30,19,warlock,sorcerer,mage,19 Warlock lfg
2025-02-20 22:49:05,50,necromancer,summoner,mage,50 Necro lfg
2025-02-20 22:51:32,54,illusionist,enchanter,mage,54 Illy LFG PoF Giants
2025-02-20 22:52:05,52,inquisitor,cleric,priest,52 inq LFG xp
2025-02-20 22:52:12,50,necromancer,summoner,mage,50 Necro lfg
2025-02-20 22:53:28,53,necromancer,summoner,mage,53 necro lfg exp
2025-02-20 22:58:27,41,guardian,warrior,fighter,41 Guardian LFG
2025-02-20 22:59:01,36,ranger,predator,scout,36 Ranger lfg
2025-02-20 23:00:32,41,guardian,warrior,fighter,41 Guardian LFG
2025-02-20 23:01:23,52,inquisitor,cleric,priest,52 inq LFG xp
2025-02-20 23:05:58,50,necromancer,summoner,mage,50 Necro lfg
2025-02-20 23:07:03,52,inquisitor,cleric,priest,52 inq LFG xp
2025-02-20 23:09:27,41,guardian,warrior,fighter,41 Guardian LFG
2025-02-20 23:09:40,50,necromancer,summoner,mage,50 Necro lfg
2025-02-20 23:13:05,41,guardian,warrior,fighter,41 Guardian LFG
2025-02-20 23:14:00,52,inquisitor,cleric,priest,52 inq LFG xp
2025-02-21 12:56:14,57,conjuror,summoner,mage,57 Conjy LFG  PoF perfered
2025-02-21 12:58:12,51,mystic,shaman,priest,51 mystic lfg
2025-02-21 12:59:01,50,assassin,predator,scout,50 sin LFG
2025-02-21 12:59:42,49,illusionist,enchanter,mage,49 Illu lfg
2025-02-21 13:00:11,24,defiler,druid,priest,24 defiler lfg
2025-02-21 13:00:53,54,inquisitor,cleric,priest,lvl 54 inqui lfg
2025-02-21 13:01:21,53,templar,cleric,priest,53 Tempy or 38 conjy LFG!
2025-02-21 13:02:34,11,dirge,bard,scout,11 Dirge lfg
2025-02-21 13:03:17,53,templar,cleric,priest,53 Tempy or 38 conjy LFG!
2025-02-21 13:03:30,50,assassin,predator,scout,50 sin LFG
2025-02-21 13:05:19,52,dirge,bard,scout,52 dirge LFG
2025-02-21 13:05:32,34,templar,cleric,priest,34 templar lfg for RE or xp grind
2025-02-21 13:05:46,53,templar,cleric,priest,53 Tempy or 38 conjy LFG!
2025-02-21 13:10:17,52,dirge,bard,scout,52 dirge LFG
2025-02-21 13:10:49,55,troubador,bard,scout,55 troub lfg
2025-02-21 13:11:16,50,assassin,predator,scout,50 sin LFG
2025-02-21 13:11:20,56,dirge,bard,scout,56 Dirge LFG
2025-02-21 13:11:26,53,templar,cleric,priest,53 Tempy or 38 conjy LFG!
2025-02-21 13:13:42,50,assassin,predator,scout,50 sin LFG
2025-02-21 13:18:38,56,dirge,bard,scout,56 Dirge LFG
2025-02-21 13:20:40,52,dirge,bard,scout,52 dirge LFG
2025-02-21 13:21:07,40,shadowknight,crusader,fighter,40 Dirge or 23 SK LFG
2025-02-21 13:21:11,50,assassin,predator,scout,50 sin LFG
2025-02-21 13:21:34,22,templar,cleric,priest,22 templar. LFG that actually has a tank
2025-02-21 13:22:04,53,templar,cleric,priest,53 Tempy or 38 conjy LFG!
2025-02-21 13:24:51,50,assassin,predator,scout,50 sin LFG
2025-02-21 13:25:22,22,templar,cleric,priest,22 templar. LFG
2025-02-21 13:26:03,13,dirge,bard,scout,13 dirge lfg
2025-02-21 13:26:56,56,dirge,bard,scout,56 Dirge LFG
2025-02-21 13:27:03,50,assassin,predator,scout,50 sin LFG
2025-02-21 13:27:51,53,warden,druid,priest,53 Warden LFG
2025-02-21 13:27:58,13,dirge,bard,scout,13 dirge lfg
2025-02-21 13:30:22,53,illusionist,enchanter,mage,53 illy or 50 bruiser lfg
2025-02-21 13:30:35,40,shadowknight,crusader,fighter,40 Dirge or 23 SK LFG
2025-02-21 13:31:25,53,coercer,enchanter,mage,53 Coercer LFG
2025-02-21 13:32:09,55,troubador,bard,scout,55 troub lfg
2025-02-21 13:34:32,30,necromancer,summoner,mage,necro30 lfg
2025-02-21 13:34:41,56,conjuror,summoner,mage,56 conj lfg xp or instance
2025-02-21 13:36:05,18,illusionist,enchanter,mage,"18 Illy lfg BB, SH, FMG, Whatever EXP"
2025-02-21 13:36:29,16,templar,cleric,priest,16 Templar LFG xp
2025-02-21 13:36:35,53,templar,cleric,priest,53 templar LFG
2025-02-21 13:36:38,54,assassin,predator,scout,54 assassin lfg 
2025-02-21 13:37:56,56,dirge,bard,scout,56 Dirge LFG
2025-02-21 13:39:44,45,ranger,predator,scout,45 Ranger LFG
2025-02-21 13:39:58,16,templar,cleric,priest,16 Templar LFG xp
2025-02-21 13:41:19,45,ranger,predator,scout,45 Ranger LFG
2025-02-21 13:41:41,19,ranger,predator,scout,Ranger 19 LFG
2025-02-21 13:42:07,56,dirge,bard,scout,56 Dirge LFG
2025-02-21 13:42:33,50,illusionist,enchanter,mage,50 bruiser or 53 illy lfg
2025-02-21 13:42:40,30,necromancer,summoner,mage,30 necro lfg
2025-02-21 13:44:24,54,assassin,predator,scout,54 assassin lfg 
2025-02-21 13:44:59,16,templar,cleric,priest,16 Templar LFG xp
2025-02-21 13:45:05,19,ranger,predator,scout,Ranger 19 LFG
2025-02-21 13:45:18,19,warden,druid,priest,Warden LFG lvl 19
2025-02-21 13:45:47,51,mystic,shaman,priest,51 mystic lfg
2025-02-21 13:46:32,50,illusionist,enchanter,mage,50 bruiser or 53 illy lfg
2025-02-21 13:47:08,19,warden,druid,priest,Warden LFG lvl 19
2025-02-21 13:47:14,40,shadowknight,crusader,fighter,40 Dirge or 23 SK LFG
2025-02-21 13:47:31,54,fury,shaman,priest,54 fury lfg
2025-02-21 13:47:47,50,unknown,unknown,unknown,LFG Peacock Questline on pt2 50+
2025-02-21 13:48:53,54,troubador,bard,scout,54 Troubador LFG
2025-02-21 13:48:55,54,fury,shaman,priest,54 fury lfg
2025-02-21 13:48:59,50,unknown,unknown,unknown,LFG Peacock Questline on pt2 50+
2025-02-21 13:50:03,50,unknown,unknown,unknown,LFG Peacock Questline on pt2 50+
2025-02-21 13:50:15,56,dirge,bard,scout,56 Dirge LFG
2025-02-21 13:50:24,54,assassin,predator,scout,54 assassin lfg 
2025-02-21 13:50:43,53,defiler,druid,priest,53 defiiler lfg pst!
2025-02-21 13:50:57,58,swashbuckler,rogue,fighter,58 swash lfg hc / at / roost
2025-02-21 13:51:05,54,troubador,bard,scout,54 Troubador LFG
2025-02-21 13:51:33,16,templar,cleric,priest,16 Templar LFG xp
2025-02-21 13:51:39,19,warden,druid,priest,Warden LFG lvl 19
2025-02-21 13:51:57,50,unknown,unknown,unknown,LFG Peacock Questline on pt2 50+
2025-02-21 13:52:33,53,defiler,druid,priest,53 defiiler lfg pst!
2025-02-21 13:52:55,50,unknown,unknown,unknown,LFG Peacock Questline on pt2 50+
2025-02-21 13:53:08,15,ranger,predator,scout,15 ranger lfg
2025-02-21 13:53:21,15,ranger,predator,scout,15 ranger lfg
2025-02-21 13:55:05,16,templar,cleric,priest,16 Templar LFG xp
2025-02-21 13:55:22,18,unknown,unknown,unknown,L18 Tank LFG - SH/BB
2025-02-21 13:55:44,53,warden,druid,priest,53 assassin / 37 warden LFG pst
2025-02-21 13:55:53,53,warden,druid,priest,53 warden lfg
2025-02-21 13:57:59,13,troubador,bard,scout,13 troub lfg
2025-02-21 13:58:33,16,templar,cleric,priest,16 Templar LFG xp
2025-02-21 13:59:51,53,warden,druid,priest,53 warden lfg
2025-02-21 13:59:55,15,ranger,predator,scout,15 ranger lfg
2025-02-21 14:00:45,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:01:24,53,defiler,druid,priest,53 defiiler lfg pst!
2025-02-21 14:01:26,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:01:32,15,ranger,predator,scout,15 ranger lfg
2025-02-21 14:01:41,18,illusionist,enchanter,mage,"18 Illy lfg BB, SH, FMG, Whatever EXP"
2025-02-21 14:03:48,15,ranger,predator,scout,15 ranger lfg
2025-02-21 14:03:49,51,mystic,shaman,priest,51 mystic lfg
2025-02-21 14:03:58,13,troubador,bard,scout,13 troub lfg
2025-02-21 14:04:03,53,warden,druid,priest,53 warden lfg
2025-02-21 14:04:06,18,warden,druid,priest,18 warden lfg
2025-02-21 14:04:22,53,defiler,druid,priest,53 defiler lfg pst!
2025-02-21 14:05:27,45,ranger,predator,scout,45 Ranger LFG
2025-02-21 14:05:55,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:07:23,18,warden,druid,priest,18 warden lfg
2025-02-21 14:07:42,16,templar,cleric,priest,16 Templar LFG xp
2025-02-21 14:07:58,54,defiler,druid,priest,54 defiler lfg
2025-02-21 14:08:47,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:08:53,15,ranger,predator,scout,15 ranger lfg
2025-02-21 14:09:25,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:10:37,27,troubador,bard,scout,27 trouby LFG~
2025-02-21 14:11:32,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:11:37,15,ranger,predator,scout,15 ranger lfg
2025-02-21 14:12:10,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:13:12,54,assassin,predator,scout,54 Assassin LFG exp or instances
2025-02-21 14:13:54,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:13:58,15,ranger,predator,scout,15 ranger lfg
2025-02-21 14:14:39,50,necromancer,summoner,mage,50 Necro LFG
2025-02-21 14:15:20,27,troubador,bard,scout,27 trouby LFG
2025-02-21 14:16:34,54,assassin,predator,scout,54 Assassin LFG exp or instances
2025-02-21 14:16:51,51,mystic,shaman,priest,51 mystic lfg
2025-02-21 14:17:17,16,templar,cleric,priest,16 Templar LFG xp
2025-02-21 14:17:53,54,troubador,bard,scout,54 Troubadour LFG
2025-02-21 14:18:01,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:20:09,51,warlock,sorcerer,mage,51 Warlock lfg
2025-02-21 14:20:17,40,shadowknight,crusader,fighter,40 Dirge or 23 SK LFG
2025-02-21 14:20:18,54,assassin,predator,scout,54 Assassin LFG exp or instances
2025-02-21 14:20:19,27,troubador,bard,scout,27 trouby LFG
2025-02-21 14:20:28,31,bruiser,brawler,fighter,31 bruiser lfg
2025-02-21 14:21:37,53,warden,druid,priest,53 warden lfg
2025-02-21 14:23:33,55,troubador,bard,scout,55 trouby LFG
2025-02-21 14:24:52,47,swashbuckler,rogue,fighter,47 swash lfg
2025-02-21 14:25:42,54,defiler,druid,priest,54 defiler lfg
2025-02-21 14:28:02,54,assassin,predator,scout,54 Assassin LFG exp or instances
2025-02-21 14:28:14,16,templar,cleric,priest,16 Templar LFG xp
2025-02-21 14:28:14,27,troubador,bard,scout,27 troub lfg
2025-02-21 14:28:28,32,shadowknight,crusader,fighter,32 sk lfg
2025-02-21 14:28:35,53,warden,druid,priest,53 warden lfg
2025-02-21 14:28:43,30,assassin,predator,scout,30 Assassin LFG
2025-02-21 14:29:25,20,defiler,druid,priest,20 defiler lfg
2025-02-21 14:30:10,37,templar,cleric,priest,37 templar lfg
2025-02-21 14:30:58,26,ranger,predator,scout,26 ranger lfg exp
