timestamp,level,class,superclass,archetype,lfg_message
2025-02-15 08:47:24,50,guardian,warrior,fighter,50guard lfg xp
2025-02-15 08:51:13,24,coercer,enchanter,mage,24 coercer LFG
2025-02-15 08:59:03,55,swashbuckler,rogue,fighter,55 swash lfg pof instances / HC / exp grind
2025-02-15 09:00:29,48,bruiser,brawler,fighter,48 Bruiser LFG
2025-02-15 09:02:47,30,warlock,sorcerer,mage,30 warlock LFG
2025-02-15 09:03:48,13,paladin,crusader,fighter,pally or swash 13-12 lfg
2025-02-15 09:04:07,55,swashbuckler,rogue,fighter,55 swash lfg pof instances / HC / exp grind
2025-02-15 09:08:25,43,illusionist,enchanter,mage,43 illus lfg
2025-02-15 09:11:53,51,assassin,predator,scout,51 sin LFG
2025-02-15 09:14:06,47,swashbuckler,rogue,fighter,47 swashy lfg
2025-02-15 09:16:46,40,monk,brawler,fighter,40 Monk LFG
2025-02-15 09:18:00,51,assassin,predator,scout,51 sin LFG
2025-02-15 09:18:30,29,warlock,sorcerer,mage,29 warlock lfg
2025-02-15 09:20:12,54,necromancer,summoner,mage,54 necro lfg
2025-02-15 09:20:27,51,assassin,predator,scout,51 sin LFG
2025-02-15 09:25:06,25,coercer,enchanter,mage,25 coercer LFG
2025-02-15 09:25:17,54,necromancer,summoner,mage,54 necro lfg
2025-02-15 09:25:30,50,illusionist,enchanter,mage,lv 50 illu lfg
2025-02-15 09:25:56,50,warlock,sorcerer,mage,50 warlock LFG pst
2025-02-15 09:26:16,52,coercer,enchanter,mage,52 Coecer LFG
2025-02-15 09:28:30,47,illusionist,enchanter,mage,47 illy lfg
2025-02-15 09:29:27,50,guardian,warrior,fighter,50guard lfg xp
2025-02-15 09:31:10,54,necromancer,summoner,mage,54 Necro LFG
2025-02-15 09:31:58,16,bruiser,brawler,fighter,lvl 16 bruiser lfg =)
2025-02-15 09:39:13,47,illusionist,enchanter,mage,47 illy lfg
2025-02-15 09:40:19,54,necromancer,summoner,mage,54 Necro LFG
2025-02-15 09:43:24,55,dirge,bard,scout,55 dirge lfg
2025-02-15 09:43:47,25,coercer,enchanter,mage,25 coercer LFG
2025-02-15 09:47:38,52,ranger,predator,scout,ranger 52 lfg
2025-02-15 09:48:01,51,coercer,enchanter,mage,51 coercer lfg
2025-02-15 09:49:50,52,monk,brawler,fighter,52 Monk LFG
2025-02-15 09:53:58,19,assassin,predator,scout,19 assassin LFG
2025-02-15 09:54:13,34,defiler,druid,priest,34 defiler lfg
2025-02-15 09:56:42,29,dirge,bard,scout,29 dirge lfg
2025-02-15 09:57:00,34,defiler,druid,priest,34 defiler lfg
2025-02-15 09:57:49,52,brigand,rogue,scout,52 Brigand LFG
2025-02-15 09:58:46,52,ranger,predator,scout,ranger 52 lfg
2025-02-15 09:58:54,54,fury,shaman,priest,Fury 54 LFG EXP 
2025-02-15 09:59:24,52,ranger,predator,scout,ranger 52 lfg
2025-02-15 09:59:25,52,necromancer,summoner,mage,52 nec lfg xp
2025-02-15 09:59:30,54,troubador,bard,scout,♫ 54 Troub LFG ♪
2025-02-15 09:59:45,52,defiler,druid,priest,52 defiler lfg
2025-02-15 10:00:46,52,ranger,predator,scout,ranger 52 lfg
2025-02-15 10:00:55,52,shadowknight,crusader,fighter,Level 52 SK LFG
2025-02-15 10:01:16,52,coercer,enchanter,mage,52 coe lfg
2025-02-15 10:01:17,52,necromancer,summoner,mage,52 nec lfg xp
2025-02-15 10:01:25,52,ranger,predator,scout,ranger 52 lfg
2025-02-15 10:01:30,54,fury,shaman,priest,Fury 54 LFG EXP 
2025-02-15 10:01:35,34,defiler,druid,priest,34 defiler lfg
2025-02-15 10:03:35,52,ranger,predator,scout,ranger 52 lfg
2025-02-15 10:04:25,29,dirge,bard,scout,29 dirge lfg
2025-02-15 10:05:41,34,shadowknight,crusader,fighter,34 defiler / 11 coer / 10 sk lfg
2025-02-15 10:07:02,50,dirge,bard,scout,50 Dirge lfg
2025-02-15 10:07:03,25,coercer,enchanter,mage,25 coercer LFG
2025-02-15 10:13:10,34,shadowknight,crusader,fighter,34 defiler / 11 coer / 10 sk lfg
2025-02-15 10:14:29,25,coercer,enchanter,mage,25 coercer LFG
2025-02-15 10:15:44,50,necromancer,summoner,mage,necro 50 lfg
2025-02-15 10:15:59,52,necromancer,summoner,mage,52 nec lfg 
2025-02-15 10:17:25,52,ranger,predator,scout,52 ranger lfg
2025-02-15 10:17:27,50,necromancer,summoner,mage,necro 50 lfg
2025-02-15 10:19:29,50,dirge,bard,scout,50 dirge lfg
2025-02-15 10:20:23,50,necromancer,summoner,mage,necro 50 lfg
2025-02-15 10:21:57,34,shadowknight,crusader,fighter,34 defiler / 11 coer / 10 sk lfg
2025-02-15 10:23:45,19,assassin,predator,scout,19 assassin LFG
2025-02-15 10:24:36,54,inquisitor,cleric,priest,54 inq LFG PoF
2025-02-15 10:25:08,48,assassin,predator,scout,48 assassin lfg
2025-02-15 10:28:54,34,shadowknight,crusader,fighter,34 defiler / 11 coer / 10 sk lfg
2025-02-15 10:30:24,43,illusionist,enchanter,mage,43 illus lfg
2025-02-15 10:30:35,48,assassin,predator,scout,48 assassin lfg
2025-02-15 10:30:45,53,berserker,warrior,fighter,53 zerker lfg
2025-02-15 10:33:20,53,coercer,enchanter,mage,53 coe lfg
2025-02-15 10:33:53,22,ranger,predator,scout,22 Ranger LFG  TS.
2025-02-15 10:37:00,48,warlock,sorcerer,mage,48 Warlock LFG
2025-02-15 10:37:10,43,assassin,predator,scout,43 Sin LFG
2025-02-15 10:39:21,25,coercer,enchanter,mage,25 coercer LFG
2025-02-15 10:39:29,22,ranger,predator,scout,22 Ranger LFG  
2025-02-15 10:40:36,51,defiler,druid,priest,51 Defiler LFG for XP or Peacock timeline
2025-02-15 10:42:53,43,assassin,predator,scout,43 Sin LFG
2025-02-15 10:43:51,51,mystic,shaman,priest,51 mystic lfg
2025-02-15 10:45:44,21,necromancer,summoner,mage,21 nec lfg
2025-02-15 10:45:57,22,ranger,predator,scout,22 Ranger LFG  
2025-02-15 10:48:49,21,necromancer,summoner,mage,21 nec lfg
2025-02-15 10:49:28,51,mystic,shaman,priest,51 mystic lfg
2025-02-15 10:49:53,17,conjuror,summoner,mage,17 conj LFG
2025-02-15 10:49:58,54,inquisitor,cleric,priest,54 inq LFG PoF
2025-02-15 10:52:00,47,guardian,warrior,fighter,47Guard LFG XP
2025-02-15 10:53:28,40,inquisitor,cleric,priest,40 Inquisitor LFG
2025-02-15 10:53:34,51,mystic,shaman,priest,51 mystic lfg
2025-02-15 10:53:58,13,templar,cleric,priest,13 templar lfg
2025-02-15 10:54:02,52,inquisitor,cleric,priest,52 inq lfg
2025-02-15 10:54:33,50,ranger,predator,scout,50 Ranger LFG
2025-02-15 10:55:47,47,guardian,warrior,fighter,47Guard LFG XP
2025-02-15 10:58:05,16,guardian,warrior,fighter,Return-newbie 16 guard LFG
2025-02-15 10:59:33,54,inquisitor,cleric,priest,54 inq LFG PoF
2025-02-15 11:01:15,50,shadowknight,crusader,fighter,50 Necro/42 SK lfg
2025-02-15 11:01:44,53,coercer,enchanter,mage,53 coe lfg
2025-02-15 11:02:48,38,brigand,rogue,scout,38 Brig LFG! :D
2025-02-15 11:03:22,21,necromancer,summoner,mage,21 nec lfg
2025-02-15 11:04:28,50,coercer,enchanter,mage,50 coercer lfg 
2025-02-15 11:05:46,16,guardian,warrior,fighter,16 Guard LFG WC
2025-02-15 11:05:58,40,inquisitor,cleric,priest,40 Inquisitor LFG
2025-02-15 11:06:25,52,assassin,predator,scout,52 assassin lfg 
2025-02-15 11:07:44,47,guardian,warrior,fighter,47Guard LFG XP
2025-02-15 11:07:52,55,necromancer,summoner,mage,55 Necro LFG - PoF pref
2025-02-15 11:13:18,47,swashbuckler,rogue,fighter,47 swash lfg
2025-02-15 11:13:37,45,wizard,sorcerer,mage,45 wiz lfg
2025-02-15 11:14:30,44,fury,shaman,priest,44 fury lfg
2025-02-15 11:14:41,47,guardian,warrior,fighter,47Guard LFG XP
2025-02-15 11:14:43,55,necromancer,summoner,mage,55 Necro LFG - PoF pref
2025-02-15 11:17:20,38,brigand,rogue,scout,38 Brig LFG! :D
2025-02-15 11:18:33,21,necromancer,summoner,mage,21 nec lfg
2025-02-15 11:18:44,12,defiler,druid,priest,12 Defiler LFG
2025-02-15 11:18:55,45,wizard,sorcerer,mage,45 wiz lfg
2025-02-15 11:19:21,55,necromancer,summoner,mage,55 Necro LFG - PoF pref
2025-02-15 11:21:35,49,coercer,enchanter,mage,49 Coercer lfg
2025-02-15 11:21:56,51,assassin,predator,scout,51assassin lfg
2025-02-15 11:24:20,43,illusionist,enchanter,mage,43 illus lfg
2025-02-15 11:24:29,16,guardian,warrior,fighter,16 Guard LFG WC
2025-02-15 11:25:21,48,conjuror,summoner,mage,48 conj lfg
2025-02-15 11:26:48,51,fury,shaman,priest,51 fury lfg xp
2025-02-15 11:26:49,49,coercer,enchanter,mage,49 coercer lfg
2025-02-15 11:26:59,43,illusionist,enchanter,mage,43 illus lfg
2025-02-15 11:30:24,37,wizard,sorcerer,mage,37 wiz lfg
2025-02-15 11:30:29,51,fury,shaman,priest,51 fury lfg xp
2025-02-15 11:31:20,49,coercer,enchanter,mage,49 coercer lfg
2025-02-15 11:31:48,38,brigand,rogue,scout,38 Brig LFG! :D
2025-02-15 11:33:11,52,brigand,rogue,scout,52 brig lfg
2025-02-15 11:37:36,54,troubador,bard,scout,54 Troub LFG
2025-02-15 11:41:22,51,fury,shaman,priest,51 fury lfg xp
2025-02-15 11:41:22,51,fury,shaman,priest,51 fury lfg xp
2025-02-15 11:43:51,37,wizard,sorcerer,mage,37 wiz lfg
2025-02-15 11:45:00,54,conjuror,summoner,mage,54 Conjy LFG
2025-02-15 11:45:21,51,warden,druid,priest,51 Warden LFG!  Let me heal ya!
2025-02-15 11:45:37,51,fury,shaman,priest,51 fury lfg xp
2025-02-15 11:48:56,49,bruiser,brawler,fighter,49 bruiser lfg
2025-02-15 11:50:17,24,conjuror,summoner,mage,24 conji lfg
2025-02-15 11:52:34,51,illusionist,enchanter,mage,51 fury & 52 illy LFG xp
2025-02-15 11:53:52,24,conjuror,summoner,mage,24 conji lfg
2025-02-15 11:54:24,38,brigand,rogue,scout,38 Brig LFG! :D
2025-02-15 11:54:55,54,troubador,bard,scout,54 Troub LFG
2025-02-15 11:55:01,50,necromancer,summoner,mage,necro 50 lfg
2025-02-15 11:56:31,51,fury,shaman,priest,51 fury lfg xp
2025-02-15 11:59:57,50,necromancer,summoner,mage,necro 50 lfg
2025-02-15 12:01:27,22,guardian,warrior,fighter,22 Guard LFG
2025-02-15 12:01:35,51,wizard,sorcerer,mage,51 wizard lfg 
2025-02-15 12:03:24,52,necromancer,summoner,mage,52 nec lfg 
2025-02-15 12:06:46,40,warlock,sorcerer,mage,warlock 40 LFG
2025-02-15 12:07:09,50,warlock,sorcerer,mage,50 warlock LFG
2025-02-15 12:07:13,11,necromancer,summoner,mage,11 necro LFG
2025-02-15 12:08:04,55,brigand,rogue,scout,55 brig lfg for pof
2025-02-15 12:09:13,40,defiler,druid,priest,warlock 40 or def 30 lfg
2025-02-15 12:09:19,22,guardian,warrior,fighter,22 Guard LFG
2025-02-15 12:10:14,50,warlock,sorcerer,mage,50 warlock LFG
2025-02-15 12:17:19,50,templar,cleric,priest,50 templar lfg
2025-02-15 12:20:30,54,necromancer,summoner,mage,54 necro lfg
2025-02-15 12:20:46,41,monk,brawler,fighter,Get your Durrty OT right here! All your lvl 41 Monk needs wrapped into one! LFG :)
2025-02-15 12:20:55,40,warlock,sorcerer,mage,warlock 40 LFG
2025-02-15 12:25:41,53,warden,druid,priest,53 warden lfg
2025-02-15 12:32:23,52,mystic,shaman,priest,52 mtstic lfg
2025-02-15 12:33:20,51,warden,druid,priest,51 Warden LFG!  Let me heal ya!
2025-02-15 12:33:52,54,inquisitor,cleric,priest,54 inq LFG PoF
2025-02-15 12:38:09,41,monk,brawler,fighter,Get your Durrty OT right here! All your lvl 41 Monk needs wrapped into one! LFG :)
2025-02-15 12:38:35,30,warden,druid,priest,30 warden lfg 
2025-02-15 12:40:46,54,inquisitor,cleric,priest,54 inq LFG
2025-02-15 12:41:09,14,swashbuckler,rogue,fighter,14 swashie lfg
2025-02-15 12:49:17,54,inquisitor,cleric,priest,54 inq LFG
2025-02-15 12:50:12,49,bruiser,brawler,fighter,49 Bruiser lfg - tank or dps
2025-02-15 12:50:32,54,conjuror,summoner,mage,54 Conjy LFG
2025-02-15 12:50:58,52,necromancer,summoner,mage,52 nec lfg 
2025-02-15 12:51:10,47,illusionist,enchanter,mage,47 illy lfg
2025-02-15 12:52:04,49,troubador,bard,scout,49 Troub LFG
2025-02-15 12:52:27,54,inquisitor,cleric,priest,54 inq LFG
2025-02-15 12:52:31,41,monk,brawler,fighter,41 Monk lfg ~
2025-02-15 12:52:33,52,berserker,warrior,fighter,52 berserker lfg
2025-02-15 12:53:30,50,necromancer,summoner,mage,necro 50 lfg
2025-02-15 12:53:37,54,inquisitor,cleric,priest,54 inq LFG
2025-02-15 12:53:49,14,swashbuckler,rogue,fighter,14 swashie lfg
2025-02-15 12:55:23,54,inquisitor,cleric,priest,54 inq LFG PoF
2025-02-15 12:55:27,49,bruiser,brawler,fighter,49 Bruiser lfg - tank or dps
2025-02-15 12:58:41,51,conjuror,summoner,mage,51 conj LFG
2025-02-15 12:59:48,13,conjuror,summoner,mage,13 conjy LFG PST
2025-02-15 13:03:17,14,swashbuckler,rogue,fighter,14 swashie lfg
2025-02-15 13:04:31,38,brigand,rogue,scout,38 Brig lfg
2025-02-15 13:05:35,43,illusionist,enchanter,mage,43 illus lfg
2025-02-15 13:06:10,15,necromancer,summoner,mage,15 necro lfg
2025-02-15 13:06:10,14,swashbuckler,rogue,fighter,14 swashie lfg
2025-02-15 13:06:21,33,dirge,bard,scout,33 dirge LFG
2025-02-15 13:08:38,14,swashbuckler,rogue,fighter,14 swashie lfg
2025-02-15 13:08:38,51,coercer,enchanter,mage,51 Coercer LFG
2025-02-15 13:10:00,19,necromancer,summoner,mage,19 necro lfg
2025-02-15 13:13:18,50,fury,shaman,priest,50 fury lfg
2025-02-15 13:13:24,54,inquisitor,cleric,priest,54 inq LFG PoF
2025-02-15 13:15:01,27,necromancer,summoner,mage,necro 27 lfg
2025-02-15 13:15:13,50,fury,shaman,priest,50 fury lfg
2025-02-15 13:15:15,33,dirge,bard,scout,33 dirge lfg
2025-02-15 13:15:22,48,swashbuckler,rogue,fighter,48 swashy lfg
2025-02-15 13:15:38,47,coercer,enchanter,mage,47 coercer lfg
2025-02-15 13:17:32,50,fury,shaman,priest,50 fury lfg
2025-02-15 13:17:44,54,inquisitor,cleric,priest,54 inq LFG PoF
2025-02-15 13:17:49,13,conjuror,summoner,mage,13 conjy LFG PST
2025-02-15 13:20:45,54,inquisitor,cleric,priest,54 inq LFG PoF
2025-02-15 13:21:26,19,necromancer,summoner,mage,19 necro lfg
2025-02-15 13:24:39,45,wizard,sorcerer,mage,45 Wiz LFG
2025-02-15 13:27:25,51,illusionist,enchanter,mage,51 illy lfg
2025-02-15 13:28:50,12,dirge,bard,scout,12 dirge lfg
2025-02-15 13:30:26,51,illusionist,enchanter,mage,51 illy lfg
2025-02-15 13:33:05,51,illusionist,enchanter,mage,51 illy lfg
2025-02-15 13:34:43,22,paladin,crusader,fighter,22 paly lfg
2025-02-15 13:34:58,14,paladin,crusader,fighter,14 Paladin LFG WC
2025-02-15 13:37:24,48,swashbuckler,rogue,fighter,48 swashy lfg
2025-02-15 13:37:24,50,fury,shaman,priest,50 fury lfg
2025-02-15 13:37:48,52,swashbuckler,rogue,fighter,52 swash lfg
2025-02-15 13:39:06,49,coercer,enchanter,mage,49 Coercer lfg
2025-02-15 13:40:20,44,necromancer,summoner,mage,44 necro lfg
2025-02-15 13:40:41,49,coercer,enchanter,mage,49 Coercer lfg
2025-02-15 13:41:44,52,swashbuckler,rogue,fighter,52 swash lfg
2025-02-15 13:42:44,52,coercer,enchanter,mage,52coe LFG xp grind or capet Q
2025-02-15 13:43:35,49,coercer,enchanter,mage,49 Coercer lfg
2025-02-15 13:44:39,52,illusionist,enchanter,mage,52 illy lfg
2025-02-15 13:44:39,13,conjuror,summoner,mage,13 conjy LFG PST
2025-02-15 13:46:00,51,shadowknight,crusader,fighter,51 SK LFG for Djinn Lord (last named for carpet mount) pst
2025-02-15 13:46:35,22,paladin,crusader,fighter,22 paly lfg
2025-02-15 13:47:08,44,fury,shaman,priest,44 Fury LFG
2025-02-15 13:47:42,47,coercer,enchanter,mage,47 coercer lfg
2025-02-15 13:51:08,53,unknown,unknown,unknown,53 Healer LFG
2025-02-15 13:51:24,53,defiler,druid,priest,53 Defiler LFG
2025-02-15 13:52:47,53,troubador,bard,scout,53 Trouby LFG
2025-02-15 13:53:03,52,coercer,enchanter,mage,52coe LFG xp grind or capet Q
2025-02-15 13:53:26,44,necromancer,summoner,mage,44 necro lfg SE preferred
2025-02-15 13:53:52,53,swashbuckler,rogue,fighter,53 swash lfg
2025-02-15 13:54:13,53,warlock,sorcerer,mage,53 coe lfg locked hc
2025-02-15 13:54:23,46,illusionist,enchanter,mage,46 Illu lfg
2025-02-15 13:56:39,22,paladin,crusader,fighter,22 paly lfg
2025-02-15 13:59:49,53,warlock,sorcerer,mage,53 coe lfg locked hc
2025-02-15 14:01:30,50,shadowknight,crusader,fighter,50 SK lfg
2025-02-15 14:02:51,13,conjuror,summoner,mage,13 conjy LFG PST
2025-02-15 14:03:19,53,dirge,bard,scout,53 Dirge LFG
2025-02-15 14:03:21,53,troubador,bard,scout,53 Trouby LFG
2025-02-15 14:03:28,39,dirge,bard,scout,39 dirge LFG
2025-02-15 14:03:51,46,illusionist,enchanter,mage,46 Illu lfg
2025-02-15 14:04:14,51,necromancer,summoner,mage,51 necro lfg HC
2025-02-15 14:05:13,44,fury,shaman,priest,44 Fury LFG
2025-02-15 14:05:31,39,dirge,bard,scout,39 dirge LFG
2025-02-15 14:05:41,47,coercer,enchanter,mage,47 coercer lfg
2025-02-15 14:05:54,53,coercer,enchanter,mage,53 coe lfg
2025-02-15 14:06:02,48,assassin,predator,scout,48 assassin lfg
2025-02-15 14:06:15,39,dirge,bard,scout,39 dirge LFG
2025-02-15 14:06:17,36,defiler,druid,priest,36 defiler lfg
2025-02-15 14:06:19,53,dirge,bard,scout,53 Dirge LFG
2025-02-15 14:06:28,51,necromancer,summoner,mage,51 necro lfg HC /  Sanctorium
2025-02-15 14:07:29,51,brigand,rogue,scout,51 brig lfg!
2025-02-15 14:07:44,36,shadowknight,crusader,fighter,36 defiler / 11 coer / 10 sk lfg
2025-02-15 14:08:12,20,illusionist,enchanter,mage,20 illu lfg
2025-02-15 14:08:47,13,conjuror,summoner,mage,13 conjy LFG PST
2025-02-15 14:09:01,39,dirge,bard,scout,39 dirge LFG
2025-02-15 14:09:59,48,assassin,predator,scout,48 assassin lfg
2025-02-15 14:10:20,51,necromancer,summoner,mage,51 necro lfg HC /  Sanctorium
2025-02-15 14:10:26,15,necromancer,summoner,mage,15  nec lfg
2025-02-15 14:11:08,28,conjuror,summoner,mage,28 conj lfg :)
2025-02-15 14:11:14,36,shadowknight,crusader,fighter,36 defiler / 11 coer / 10 sk lfg
2025-02-15 14:11:36,49,coercer,enchanter,mage,49 Coercer lfg
2025-02-15 14:11:42,22,paladin,crusader,fighter,22 paly lfg or 7 ranger lfg
2025-02-15 14:12:49,39,dirge,bard,scout,39 dirge LFG
2025-02-15 14:12:57,30,warlock,sorcerer,mage,30 warlock lfg
2025-02-15 14:13:30,52,illusionist,enchanter,mage,52 illy and fury LFG
2025-02-15 14:13:31,48,assassin,predator,scout,48 assassin lfg
2025-02-15 14:14:49,50,illusionist,enchanter,mage,50 Illy LFG
2025-02-15 14:14:59,50,wizard,sorcerer,mage,50 wiz lfg.
2025-02-15 14:15:23,13,conjuror,summoner,mage,13 conjy LFG PST
2025-02-15 14:15:48,36,shadowknight,crusader,fighter,36 defiler / 11 coer / 10 sk lfg
2025-02-15 14:15:53,39,dirge,bard,scout,39 dirge LFG
2025-02-15 14:15:58,48,assassin,predator,scout,48 assassin lfg
2025-02-15 14:17:20,50,wizard,sorcerer,mage,50 wiz lfg.
2025-02-15 14:17:33,52,illusionist,enchanter,mage,52 illy and fury LFG
2025-02-15 14:18:48,50,warden,druid,priest,50 warden lfg
2025-02-15 16:29:12,43,swashbuckler,rogue,fighter,43 Swashy LFG
2025-02-15 16:29:18,51,ranger,predator,scout,51 ranger lfg =)
2025-02-15 16:29:39,52,monk,brawler,fighter,52 Monk LFG HC/PoF
2025-02-15 16:30:02,50,necromancer,summoner,mage,50 necro not locked lfg
2025-02-15 16:30:12,48,illusionist,enchanter,mage,48 illy lfg
2025-02-15 16:30:58,51,ranger,predator,scout,51 ranger (timer roost) lfg
2025-02-15 16:31:08,51,swashbuckler,rogue,fighter,51swash LFG for [52] Scouring the Sands pst
2025-02-15 16:31:46,21,berserker,warrior,fighter,21 zerker lfg
2025-02-15 16:31:54,52,fury,shaman,priest,52 Fury LFG
2025-02-15 16:32:11,52,shadowknight,crusader,fighter,Level 52 SK LFG
2025-02-15 16:32:35,48,illusionist,enchanter,mage,48 illy lfg
2025-02-15 16:32:44,53,necromancer,summoner,mage,53 necro lfg
2025-02-15 16:32:55,52,fury,shaman,priest,52 fury LFG
2025-02-15 16:33:08,21,berserker,warrior,fighter,21 Zerker LFG FG or SH 
2025-02-15 16:33:39,51,ranger,predator,scout,51 ranger (timer roost) lfg
2025-02-15 16:34:32,43,shadowknight,crusader,fighter,43 SK LFG
2025-02-15 16:34:35,51,ranger,predator,scout,51 ranger (timer roost) lfg
2025-02-15 16:34:50,34,fury,shaman,priest,34 fury LFG
2025-02-15 16:35:01,21,necromancer,summoner,mage,lvl 21 Necro LFG
2025-02-15 16:35:15,53,templar,cleric,priest,53 templar LFG
2025-02-15 16:36:17,52,fury,shaman,priest,52 Fury LFG
2025-02-15 16:36:36,43,swashbuckler,rogue,fighter,43 Swashy LFG
2025-02-15 16:37:57,27,warden,druid,priest,27 warden lfg
2025-02-15 16:38:05,53,templar,cleric,priest,53 Templar LFG
2025-02-15 16:38:26,35,warden,druid,priest,35 warden lfg
2025-02-15 16:38:33,43,shadowknight,crusader,fighter,43 SK LFG
2025-02-15 16:39:18,55,illusionist,enchanter,mage,♫ 55 Troub LFG ♪ i will immortalize our exploits with autotuned songs
2025-02-15 19:45:19,52,brigand,rogue,scout,52 brigand lfg
2025-02-15 19:46:34,42,warlock,sorcerer,mage,42 Warlock LFG
2025-02-15 19:46:37,52,defiler,druid,priest,52 - 1% away from 53 defiler lfg - prefer to be solo healer but wont complain for any group
2025-02-15 19:47:32,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 19:48:12,52,brigand,rogue,scout,52 brigand lfg
2025-02-15 19:49:08,53,dirge,bard,scout,53 Dirge LFG PoF or LT trade court
2025-02-15 19:49:31,55,brigand,rogue,scout,55 brig lfg
2025-02-15 19:49:47,51,ranger,predator,scout,51 Ranger LFG
2025-02-15 19:49:56,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 19:50:10,52,brigand,rogue,scout,52 brigand lfg
2025-02-15 19:51:07,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 19:51:07,51,fury,shaman,priest,51 Fury LFG
2025-02-15 19:51:37,52,brigand,rogue,scout,52 brigand lfg
2025-02-15 19:52:21,22,necromancer,summoner,mage,lvl 22 Necro LFG
2025-02-15 19:54:18,22,necromancer,summoner,mage,lvl 22 Necro LFG
2025-02-15 19:55:22,54,dirge,bard,scout,54 Dirge LFG
2025-02-15 19:57:24,52,brigand,rogue,scout,52 brigand lfg
2025-02-15 19:57:25,26,coercer,enchanter,mage,26 coercer LFG
2025-02-15 19:58:08,53,fury,shaman,priest,53 fury lfg
2025-02-15 19:58:16,53,dirge,bard,scout,53 Dirge LFG PoF or LT trade court
2025-02-15 19:58:36,20,assassin,predator,scout,20 Sin lfg SH
2025-02-15 19:58:58,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 20:00:28,52,brigand,rogue,scout,52 brigand lfg
2025-02-15 20:00:33,42,warlock,sorcerer,mage,42 Warlock LFG
2025-02-15 20:00:44,40,brigand,rogue,scout,40 Brig LFG! :D
2025-02-15 20:01:56,52,brigand,rogue,scout,52 brigand lfg
2025-02-15 20:02:54,52,necromancer,summoner,mage,52 necro lfg for LT or djinn lrod pst
2025-02-15 20:04:29,53,fury,shaman,priest,53 fury lfg
2025-02-15 20:05:03,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 20:06:18,50,troubador,bard,scout,trouby 50 lfg
2025-02-15 20:07:46,45,fury,shaman,priest,45 fury lfg
2025-02-15 20:08:53,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 20:09:02,52,illusionist,enchanter,mage,52 illy lfg
2025-02-15 20:10:00,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 20:10:58,52,brigand,rogue,scout,52 brigand lfg
2025-02-15 20:12:04,52,illusionist,enchanter,mage,52 illy lfg
2025-02-15 20:12:05,52,troubador,bard,scout,52 troub LFG
2025-02-15 20:12:26,26,coercer,enchanter,mage,26 coercer LFG
2025-02-15 20:13:07,52,brigand,rogue,scout,52 brigand lfg
2025-02-15 20:13:09,43,ranger,predator,scout,43 Ranger LFG CT
2025-02-15 20:13:12,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 20:13:16,50,bruiser,brawler,fighter,50 bruiser LFG
2025-02-15 20:13:38,50,troubador,bard,scout,trouby 50 lfg
2025-02-15 20:14:46,42,warlock,sorcerer,mage,42 Warlock LFG
2025-02-15 20:15:20,53,dirge,bard,scout,53 Dirge LFG PoF or Living Tombs trade court
2025-02-15 20:16:41,52,necromancer,summoner,mage,52 nec lfg xp
2025-02-15 20:17:09,52,illusionist,enchanter,mage,52 illy lfg
2025-02-15 20:18:10,31,assassin,predator,scout,31 Sin LFG
2025-02-15 20:18:18,48,assassin,predator,scout,48 assassin lfg
2025-02-15 20:18:23,42,warlock,sorcerer,mage,42 Warlock LFG
2025-02-15 20:18:26,51,troubador,bard,scout,51 Fury or 50 Troub LFG
2025-02-15 20:18:43,55,brigand,rogue,scout,55 brig lfg
2025-02-15 20:19:48,10,shadowknight,crusader,fighter,10 SK lfg
2025-02-15 20:20:21,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 20:20:45,52,illusionist,enchanter,mage,52 illy lfg
2025-02-15 20:23:05,45,fury,shaman,priest,45 fury lfg
2025-02-15 20:23:09,42,warlock,sorcerer,mage,42 Warlock LFG
2025-02-15 20:24:51,48,assassin,predator,scout,48 assassin lfg
2025-02-15 20:26:28,43,ranger,predator,scout,43 Ranger LFG
2025-02-15 20:26:37,50,troubador,bard,scout,trouby 50 lfg
2025-02-15 20:26:50,42,warlock,sorcerer,mage,42 Warlock LFG
2025-02-15 20:27:23,14,defiler,druid,priest,14 defiler LFG
2025-02-15 20:27:43,52,dirge,bard,scout,52 dirge LFG XP
2025-02-15 20:28:04,52,templar,cleric,priest,52 Templar LFG
2025-02-15 20:28:05,10,troubador,bard,scout,10 guard or 16 troub lfg
2025-02-15 20:28:14,42,mystic,shaman,priest,42 Mystic LFG CT/Perma/Lava/Solu XP of somekind <3
2025-02-15 20:28:20,47,necromancer,summoner,mage,47 Warlock and 47 Necro LFG
2025-02-15 20:28:24,42,troubador,bard,scout,42 troub lfg
2025-02-16 08:33:46,52,fury,shaman,priest,52 fury lfg xp
2025-02-16 08:40:01,42,dirge,bard,scout,42 Dirge LFG
